"left","right","status","reason"
"IN-04","IM-08","orthogonal","different decision"
"IN-05","IN-01","orthogonal","different decision"
"IN-05","IN-02","orthogonal","different decision"
"IN-05","IN-03","orthogonal","different decision"
"IN-05","IN-04","orthogonal","different decision"
"IN-05","IN-05","self","same rule"
"IN-05","SL-01","orthogonal","different decision"
"IN-05","SL-02","orthogonal","different decision"
"IN-05","SL-03","orthogonal","different decision"
"IN-05","SL-04","orthogonal","different decision"
"IN-05","SL-05","orthogonal","different decision"
"IN-05","SL-06","orthogonal","different decision"
"IN-05","SL-07","orthogonal","different decision"
"IN-05","SL-08","orthogonal","different decision"
"IN-05","SL-09","orthogonal","different decision"
"IN-05","SL-10","orthogonal","different decision"
"IN-05","SL-11","orthogonal","different decision"
"IN-05","SQ-01","orthogonal","different decision"
"IN-05","SQ-02","orthogonal","different decision"
"IN-05","SQ-03","orthogonal","different decision"
"IN-05","SQ-04","orthogonal","different decision"
"IN-05","SQ-05","orthogonal","different decision"
"IN-05","GR-01","orthogonal","different decision"
"IN-05","GR-02","orthogonal","different decision"
"IN-05","GR-03","orthogonal","different decision"
"IN-05","GR-04","orthogonal","different decision"
"IN-05","GR-05","orthogonal","different decision"
"IN-05","GR-06","orthogonal","different decision"
"IN-05","GR-07","orthogonal","different decision"
"IN-05","GR-08","orthogonal","different decision"
"IN-05","GR-09","orthogonal","different decision"
"IN-05","GR-10","orthogonal","different decision"
"IN-05","GR-11","orthogonal","different decision"
"IN-05","GR-12","orthogonal","different decision"
"IN-05","GR-13","orthogonal","different decision"
"IN-05","GR-14","orthogonal","different decision"
"IN-05","GR-15","orthogonal","different decision"
"IN-05","GR-16","orthogonal","different decision"
"IN-05","GR-17","orthogonal","different decision"
"IN-05","PS-01","orthogonal","different decision"
"IN-05","PS-02","orthogonal","different decision"
"IN-05","PS-03","orthogonal","different decision"
"IN-05","PS-04","orthogonal","different decision"
"IN-05","PS-05","orthogonal","different decision"
"IN-05","PS-06","orthogonal","different decision"
"IN-05","PS-07","orthogonal","different decision"
"IN-05","PS-08","orthogonal","different decision"
"IN-05","PS-09","orthogonal","different decision"
"IN-05","PS-10","orthogonal","different decision"
"IN-05","PS-11","orthogonal","different decision"
"IN-05","PS-12","orthogonal","different decision"
"IN-05","PS-13","orthogonal","different decision"
"IN-05","PS-14","orthogonal","different decision"
"IN-05","PS-15","orthogonal","different decision"
"IN-05","BD-01","orthogonal","different decision"
"IN-05","BD-02","orthogonal","different decision"
"IN-05","BD-03","orthogonal","different decision"
"IN-05","BD-04","orthogonal","different decision"
"IN-05","BD-05","orthogonal","different decision"
"IN-05","BD-06","orthogonal","different decision"
"IN-05","BD-07","orthogonal","different decision"
"IN-05","AR-01","orthogonal","different decision"
"IN-05","AR-02","orthogonal","different decision"
"IN-05","AR-03","orthogonal","different decision"
"IN-05","AR-04","orthogonal","different decision"
"IN-05","AR-05","orthogonal","different decision"
"IN-05","AR-06","orthogonal","different decision"
"IN-05","AR-07","orthogonal","different decision"
"IN-05","AR-08","orthogonal","different decision"
"IN-05","AR-09","orthogonal","different decision"
"IN-05","AR-10","orthogonal","different decision"
"IN-05","AR-11","orthogonal","different decision"
"IN-05","AR-12","orthogonal","different decision"
"IN-05","AR-13","orthogonal","different decision"
"IN-05","AR-14","orthogonal","different decision"
"IN-05","AR-15","orthogonal","different decision"
"IN-05","MV-01","orthogonal","different decision"
"IN-05","MV-02","orthogonal","different decision"
"IN-05","MV-03","orthogonal","different decision"
"IN-05","MV-04","orthogonal","different decision"
"IN-05","MV-05","orthogonal","different decision"
"IN-05","MV-06","orthogonal","different decision"
"IN-05","MV-07","orthogonal","different decision"
"IN-05","MV-08","orthogonal","different decision"
"IN-05","MV-09","orthogonal","different decision"
"IN-05","MV-10","orthogonal","different decision"
"IN-05","MV-11","orthogonal","different decision"
"IN-05","MV-12","orthogonal","different decision"
"IN-05","MV-13","orthogonal","different decision"
"IN-05","MV-14","orthogonal","different decision"
"IN-05","MV-15","orthogonal","different decision"
"IN-05","MV-16","orthogonal","different decision"
"IN-05","MV-17","orthogonal","different decision"
"IN-05","MV-18","orthogonal","different decision"
"IN-05","MV-19","orthogonal","different decision"
"IN-05","MV-20","orthogonal","different decision"
"IN-05","MV-21","orthogonal","different decision"
"IN-05","MV-22","orthogonal","different decision"
"IN-05","MV-23","orthogonal","different decision"
"IN-05","MV-24","orthogonal","different decision"
"IN-05","VS-01","orthogonal","different decision"
"IN-05","VS-02","orthogonal","different decision"
"IN-05","VS-03","orthogonal","different decision"
"IN-05","VS-04","orthogonal","different decision"
"IN-05","VS-05","orthogonal","different decision"
"IN-05","VS-06","orthogonal","different decision"
"IN-05","VS-07","orthogonal","different decision"
"IN-05","VS-08","orthogonal","different decision"
"IN-05","VS-09","orthogonal","different decision"
"IN-05","DP-01","orthogonal","different decision"
"IN-05","DP-02","orthogonal","different decision"
"IN-05","DP-03","orthogonal","different decision"
"IN-05","DP-04","orthogonal","different decision"
"IN-05","DP-05","orthogonal","different decision"
"IN-05","DP-06","orthogonal","different decision"
"IN-05","DP-07","orthogonal","different decision"
"IN-05","DP-08","orthogonal","different decision"
"IN-05","DP-09","orthogonal","different decision"
"IN-05","DP-10","orthogonal","different decision"
"IN-05","DP-11","orthogonal","different decision"
"IN-05","DP-13","orthogonal","different decision"
"IN-05","DP-12","orthogonal","different decision"
"IN-05","JS-01","orthogonal","different decision"
"IN-05","JS-02","orthogonal","different decision"
"IN-05","JS-03","orthogonal","different decision"
"IN-05","JS-04","orthogonal","different decision"
"IN-05","JS-05","orthogonal","different decision"
"IN-05","JS-06","orthogonal","different decision"
"IN-05","JS-07","orthogonal","different decision"
"IN-05","JS-08","orthogonal","different decision"
"IN-05","JS-09","orthogonal","different decision"
"IN-05","JS-10","orthogonal","different decision"
"IN-05","KB-01","orthogonal","different decision"
"IN-05","KB-02","orthogonal","different decision"
"IN-05","KB-03","orthogonal","different decision"
"IN-05","KB-04","orthogonal","different decision"
"IN-05","KB-05","orthogonal","different decision"
"IN-05","KB-06","orthogonal","different decision"
"IN-05","KB-07","orthogonal","different decision"
"IN-05","KB-08","orthogonal","different decision"
"IN-05","KB-09","orthogonal","different decision"
"IN-05","KB-10","orthogonal","different decision"
"IN-05","KB-11","orthogonal","different decision"
"IN-05","KB-12","orthogonal","different decision"
"IN-05","KB-13","orthogonal","different decision"
"IN-05","KB-15","orthogonal","different decision"
"IN-05","KB-14","orthogonal","different decision"
"IN-05","SV-01","orthogonal","different decision"
"IN-05","SV-02","orthogonal","different decision"
"IN-05","SV-03","orthogonal","different decision"
"IN-05","SV-04","orthogonal","different decision"
"IN-05","SV-05","orthogonal","different decision"
"IN-05","IM-01","orthogonal","different decision"
"IN-05","IM-02","orthogonal","different decision"
"IN-05","IM-03","orthogonal","different decision"
"IN-05","IM-04","orthogonal","different decision"
"IN-05","IM-05","orthogonal","different decision"
"IN-05","IM-06","orthogonal","different decision"
"IN-05","IM-07","orthogonal","different decision"
"IN-05","IM-08","orthogonal","different decision"
"SL-01","IN-01","orthogonal","different decision"
"SL-01","IN-02","orthogonal","different decision"
"SL-01","IN-03","orthogonal","different decision"
"SL-01","IN-04","orthogonal","different decision"
"SL-01","IN-05","orthogonal","different decision"
"SL-01","SL-01","self","same rule"
"SL-01","SL-02","orthogonal","different decision"
"SL-01","SL-03","orthogonal","different decision"
"SL-01","SL-04","orthogonal","different decision"
"SL-01","SL-05","orthogonal","different decision"
"SL-01","SL-06","orthogonal","different decision"
"SL-01","SL-07","orthogonal","different decision"
"SL-01","SL-08","orthogonal","different decision"
"SL-01","SL-09","orthogonal","different decision"
"SL-01","SL-10","orthogonal","different decision"
"SL-01","SL-11","orthogonal","different decision"
"SL-01","SQ-01","orthogonal","different decision"
"SL-01","SQ-02","orthogonal","different decision"
"SL-01","SQ-03","orthogonal","different decision"
"SL-01","SQ-04","orthogonal","different decision"
"SL-01","SQ-05","orthogonal","different decision"
"SL-01","GR-01","orthogonal","different decision"
"SL-01","GR-02","orthogonal","different decision"
"SL-01","GR-03","orthogonal","different decision"
"SL-01","GR-04","orthogonal","different decision"
"SL-01","GR-05","orthogonal","different decision"
"SL-01","GR-06","orthogonal","different decision"
"SL-01","GR-07","orthogonal","different decision"
"SL-01","GR-08","orthogonal","different decision"
"SL-01","GR-09","orthogonal","different decision"
"SL-01","GR-10","orthogonal","different decision"
"SL-01","GR-11","orthogonal","different decision"
"SL-01","GR-12","orthogonal","different decision"
"SL-01","GR-13","orthogonal","different decision"
"SL-01","GR-14","orthogonal","different decision"
"SL-01","GR-15","orthogonal","different decision"
"SL-01","GR-16","orthogonal","different decision"
"SL-01","GR-17","orthogonal","different decision"
"SL-01","PS-01","orthogonal","different decision"
"SL-01","PS-02","orthogonal","different decision"
"SL-01","PS-03","orthogonal","different decision"
"SL-01","PS-04","orthogonal","different decision"
"SL-01","PS-05","orthogonal","different decision"
"SL-01","PS-06","orthogonal","different decision"
"SL-01","PS-07","orthogonal","different decision"
"SL-01","PS-08","orthogonal","different decision"
"SL-01","PS-09","orthogonal","different decision"
"SL-01","PS-10","orthogonal","different decision"
"SL-01","PS-11","orthogonal","different decision"
"SL-01","PS-12","orthogonal","different decision"
"SL-01","PS-13","orthogonal","different decision"
"SL-01","PS-14","orthogonal","different decision"
"SL-01","PS-15","orthogonal","different decision"
"SL-01","BD-01","orthogonal","different decision"
"SL-01","BD-02","orthogonal","different decision"
"SL-01","BD-03","orthogonal","different decision"
"SL-01","BD-04","orthogonal","different decision"
"SL-01","BD-05","orthogonal","different decision"
"SL-01","BD-06","orthogonal","different decision"
"SL-01","BD-07","orthogonal","different decision"
"SL-01","AR-01","orthogonal","different decision"
"SL-01","AR-02","orthogonal","different decision"
"SL-01","AR-03","orthogonal","different decision"
"SL-01","AR-04","orthogonal","different decision"
"SL-01","AR-05","orthogonal","different decision"
"SL-01","AR-06","orthogonal","different decision"
"SL-01","AR-07","orthogonal","different decision"
"SL-01","AR-08","orthogonal","different decision"
"SL-01","AR-09","orthogonal","different decision"
"SL-01","AR-10","orthogonal","different decision"
"SL-01","AR-11","orthogonal","different decision"
"SL-01","AR-12","orthogonal","different decision"
"SL-01","AR-13","orthogonal","different decision"
"SL-01","AR-14","orthogonal","different decision"
"SL-01","AR-15","orthogonal","different decision"
"SL-01","MV-01","orthogonal","different decision"
"SL-01","MV-02","orthogonal","different decision"
"SL-01","MV-03","orthogonal","different decision"
"SL-01","MV-04","orthogonal","different decision"
"SL-01","MV-05","orthogonal","different decision"
"SL-01","MV-06","orthogonal","different decision"
"SL-01","MV-07","orthogonal","different decision"
"SL-01","MV-08","orthogonal","different decision"
"SL-01","MV-09","orthogonal","different decision"
"SL-01","MV-10","orthogonal","different decision"
"SL-01","MV-11","orthogonal","different decision"
"SL-01","MV-12","orthogonal","different decision"
"SL-01","MV-13","orthogonal","different decision"
"SL-01","MV-14","orthogonal","different decision"
"SL-01","MV-15","orthogonal","different decision"
"SL-01","MV-16","orthogonal","different decision"
"SL-01","MV-17","orthogonal","different decision"
"SL-01","MV-18","orthogonal","different decision"
"SL-01","MV-19","orthogonal","different decision"
"SL-01","MV-20","orthogonal","different decision"
"SL-01","MV-21","orthogonal","different decision"
"SL-01","MV-22","orthogonal","different decision"
"SL-01","MV-23","orthogonal","different decision"
"SL-01","MV-24","orthogonal","different decision"
"SL-01","VS-01","orthogonal","different decision"
"SL-01","VS-02","orthogonal","different decision"
"SL-01","VS-03","orthogonal","different decision"
"SL-01","VS-04","orthogonal","different decision"
"SL-01","VS-05","orthogonal","different decision"
"SL-01","VS-06","orthogonal","different decision"
"SL-01","VS-07","orthogonal","different decision"
"SL-01","VS-08","orthogonal","different decision"
